timestamp,width,height,filename,steering_angle,steering_angle_velocity,Speed,Acceleration,drive_jerk,extension,new_filepath
25,640,480,/home/haritha/catkin_ws/src/robot_control/images/images_bagfile/bagfile_4/camera1_images/25.png,0,1,5,1,1,.png,C:\Images\camera_images\bagfile_4\camera1_images
26,640,480,/home/haritha/catkin_ws/src/robot_control/images/images_bagfile/bagfile_4/camera1_images/26.png,0,1,5,1,1,.png,C:\Images\camera_images\bagfile_4\camera1_images
27,640,480,/home/haritha/catkin_ws/src/robot_control/images/images_bagfile/bagfile_4/camera1_images/27.png,0,1,5,1,1,.png,C:\Images\camera_images\bagfile_4\camera1_images
28,640,480,/home/haritha/catkin_ws/src/robot_control/images/images_bagfile/bagfile_4/camera1_images/28.png,0,1,5,1,1,.png,C:\Images\camera_images\bagfile_4\camera1_images
29,640,480,/home/haritha/catkin_ws/src/robot_control/images/images_bagfile/bagfile_4/camera1_images/29.png,0,1,5,1,1,.png,C:\Images\camera_images\bagfile_4\camera1_images
30,640,480,/home/haritha/catkin_ws/src/robot_control/images/images_bagfile/bagfile_4/camera1_images/30.png,0,1,5,1,1,.png,C:\Images\camera_images\bagfile_4\camera1_images
31,640,480,/home/haritha/catkin_ws/src/robot_control/images/images_bagfile/bagfile_4/camera1_images/31.png,0,1,5,1,1,.png,C:\Images\camera_images\bagfile_4\camera1_images
32,640,480,/home/haritha/catkin_ws/src/robot_control/images/images_bagfile/bagfile_4/camera1_images/32.png,0,1,5,1,1,.png,C:\Images\camera_images\bagfile_4\camera1_images
33,640,480,/home/haritha/catkin_ws/src/robot_control/images/images_bagfile/bagfile_4/camera1_images/33.png,0,1,5,1,1,.png,C:\Images\camera_images\bagfile_4\camera1_images
34,640,480,/home/haritha/catkin_ws/src/robot_control/images/images_bagfile/bagfile_4/camera1_images/34.png,0,1,5,1,1,.png,C:\Images\camera_images\bagfile_4\camera1_images
35,640,480,/home/haritha/catkin_ws/src/robot_control/images/images_bagfile/bagfile_4/camera1_images/35.png,0,1,5,1,1,.png,C:\Images\camera_images\bagfile_4\camera1_images
36,640,480,/home/haritha/catkin_ws/src/robot_control/images/images_bagfile/bagfile_4/camera1_images/36.png,0,1,5,1,1,.png,C:\Images\camera_images\bagfile_4\camera1_images
37,640,480,/home/haritha/catkin_ws/src/robot_control/images/images_bagfile/bagfile_4/camera1_images/37.png,0,1,5,1,1,.png,C:\Images\camera_images\bagfile_4\camera1_images
38,640,480,/home/haritha/catkin_ws/src/robot_control/images/images_bagfile/bagfile_4/camera1_images/38.png,0,1,5,1,1,.png,C:\Images\camera_images\bagfile_4\camera1_images
39,640,480,/home/haritha/catkin_ws/src/robot_control/images/images_bagfile/bagfile_4/camera1_images/39.png,0,1,5,1,1,.png,C:\Images\camera_images\bagfile_4\camera1_images
40,640,480,/home/haritha/catkin_ws/src/robot_control/images/images_bagfile/bagfile_4/camera1_images/40.png,0,1,5,1,1,.png,C:\Images\camera_images\bagfile_4\camera1_images
41,640,480,/home/haritha/catkin_ws/src/robot_control/images/images_bagfile/bagfile_4/camera1_images/41.png,0.300000012,1,0,1,1,.png,C:\Images\camera_images\bagfile_4\camera1_images
42,640,480,/home/haritha/catkin_ws/src/robot_control/images/images_bagfile/bagfile_4/camera1_images/42.png,0,1,5,1,1,.png,C:\Images\camera_images\bagfile_4\camera1_images
43,640,480,/home/haritha/catkin_ws/src/robot_control/images/images_bagfile/bagfile_4/camera1_images/43.png,0,1,5,1,1,.png,C:\Images\camera_images\bagfile_4\camera1_images
44,640,480,/home/haritha/catkin_ws/src/robot_control/images/images_bagfile/bagfile_4/camera1_images/44.png,-0.300000012,1,0,1,1,.png,C:\Images\camera_images\bagfile_4\camera1_images
45,640,480,/home/haritha/catkin_ws/src/robot_control/images/images_bagfile/bagfile_4/camera1_images/45.png,-0.300000012,1,0,1,1,.png,C:\Images\camera_images\bagfile_4\camera1_images
46,640,480,/home/haritha/catkin_ws/src/robot_control/images/images_bagfile/bagfile_4/camera1_images/46.png,0.300000012,1,0,1,1,.png,C:\Images\camera_images\bagfile_4\camera1_images
47,640,480,/home/haritha/catkin_ws/src/robot_control/images/images_bagfile/bagfile_4/camera1_images/47.png,0,1,0,1,1,.png,C:\Images\camera_images\bagfile_4\camera1_images
48,640,480,/home/haritha/catkin_ws/src/robot_control/images/images_bagfile/bagfile_4/camera1_images/48.png,0,1,5,1,1,.png,C:\Images\camera_images\bagfile_4\camera1_images
49,640,480,/home/haritha/catkin_ws/src/robot_control/images/images_bagfile/bagfile_4/camera1_images/49.png,0.300000012,1,0,1,1,.png,C:\Images\camera_images\bagfile_4\camera1_images
50,640,480,/home/haritha/catkin_ws/src/robot_control/images/images_bagfile/bagfile_4/camera1_images/50.png,0.300000012,1,0,1,1,.png,C:\Images\camera_images\bagfile_4\camera1_images
51,640,480,/home/haritha/catkin_ws/src/robot_control/images/images_bagfile/bagfile_4/camera1_images/51.png,0.300000012,1,0,1,1,.png,C:\Images\camera_images\bagfile_4\camera1_images
52,640,480,/home/haritha/catkin_ws/src/robot_control/images/images_bagfile/bagfile_4/camera1_images/52.png,0.300000012,1,0,1,1,.png,C:\Images\camera_images\bagfile_4\camera1_images
53,640,480,/home/haritha/catkin_ws/src/robot_control/images/images_bagfile/bagfile_4/camera1_images/53.png,0,1,5,1,1,.png,C:\Images\camera_images\bagfile_4\camera1_images
54,640,480,/home/haritha/catkin_ws/src/robot_control/images/images_bagfile/bagfile_4/camera1_images/54.png,-0.300000012,1,0,1,1,.png,C:\Images\camera_images\bagfile_4\camera1_images
55,640,480,/home/haritha/catkin_ws/src/robot_control/images/images_bagfile/bagfile_4/camera1_images/55.png,0,1,5,1,1,.png,C:\Images\camera_images\bagfile_4\camera1_images
56,640,480,/home/haritha/catkin_ws/src/robot_control/images/images_bagfile/bagfile_4/camera1_images/56.png,0,1,5,1,1,.png,C:\Images\camera_images\bagfile_4\camera1_images
57,640,480,/home/haritha/catkin_ws/src/robot_control/images/images_bagfile/bagfile_4/camera1_images/57.png,0,1,5,1,1,.png,C:\Images\camera_images\bagfile_4\camera1_images
58,640,480,/home/haritha/catkin_ws/src/robot_control/images/images_bagfile/bagfile_4/camera1_images/58.png,0,1,5,1,1,.png,C:\Images\camera_images\bagfile_4\camera1_images
59,640,480,/home/haritha/catkin_ws/src/robot_control/images/images_bagfile/bagfile_4/camera1_images/59.png,0,1,5,1,1,.png,C:\Images\camera_images\bagfile_4\camera1_images
60,640,480,/home/haritha/catkin_ws/src/robot_control/images/images_bagfile/bagfile_4/camera1_images/60.png,0,1,5,1,1,.png,C:\Images\camera_images\bagfile_4\camera1_images
61,640,480,/home/haritha/catkin_ws/src/robot_control/images/images_bagfile/bagfile_4/camera1_images/61.png,0,1,5,1,1,.png,C:\Images\camera_images\bagfile_4\camera1_images
62,640,480,/home/haritha/catkin_ws/src/robot_control/images/images_bagfile/bagfile_4/camera1_images/62.png,0,1,5,1,1,.png,C:\Images\camera_images\bagfile_4\camera1_images
63,640,480,/home/haritha/catkin_ws/src/robot_control/images/images_bagfile/bagfile_4/camera1_images/63.png,0,1,5,1,1,.png,C:\Images\camera_images\bagfile_4\camera1_images
64,640,480,/home/haritha/catkin_ws/src/robot_control/images/images_bagfile/bagfile_4/camera1_images/64.png,0,1,5,1,1,.png,C:\Images\camera_images\bagfile_4\camera1_images
65,640,480,/home/haritha/catkin_ws/src/robot_control/images/images_bagfile/bagfile_4/camera1_images/65.png,0,1,5,1,1,.png,C:\Images\camera_images\bagfile_4\camera1_images
66,640,480,/home/haritha/catkin_ws/src/robot_control/images/images_bagfile/bagfile_4/camera1_images/66.png,0,1,5,1,1,.png,C:\Images\camera_images\bagfile_4\camera1_images
67,640,480,/home/haritha/catkin_ws/src/robot_control/images/images_bagfile/bagfile_4/camera1_images/67.png,0,1,5,1,1,.png,C:\Images\camera_images\bagfile_4\camera1_images
68,640,480,/home/haritha/catkin_ws/src/robot_control/images/images_bagfile/bagfile_4/camera1_images/68.png,0,1,5,1,1,.png,C:\Images\camera_images\bagfile_4\camera1_images
69,640,480,/home/haritha/catkin_ws/src/robot_control/images/images_bagfile/bagfile_4/camera1_images/69.png,0,1,5,1,1,.png,C:\Images\camera_images\bagfile_4\camera1_images
70,640,480,/home/haritha/catkin_ws/src/robot_control/images/images_bagfile/bagfile_4/camera1_images/70.png,0,1,5,1,1,.png,C:\Images\camera_images\bagfile_4\camera1_images
71,640,480,/home/haritha/catkin_ws/src/robot_control/images/images_bagfile/bagfile_4/camera1_images/71.png,0,1,5,1,1,.png,C:\Images\camera_images\bagfile_4\camera1_images
72,640,480,/home/haritha/catkin_ws/src/robot_control/images/images_bagfile/bagfile_4/camera1_images/72.png,0,1,5,1,1,.png,C:\Images\camera_images\bagfile_4\camera1_images
73,640,480,/home/haritha/catkin_ws/src/robot_control/images/images_bagfile/bagfile_4/camera1_images/73.png,0,1,5,1,1,.png,C:\Images\camera_images\bagfile_4\camera1_images
74,640,480,/home/haritha/catkin_ws/src/robot_control/images/images_bagfile/bagfile_4/camera1_images/74.png,0,1,5,1,1,.png,C:\Images\camera_images\bagfile_4\camera1_images
75,640,480,/home/haritha/catkin_ws/src/robot_control/images/images_bagfile/bagfile_4/camera1_images/75.png,0,1,5,1,1,.png,C:\Images\camera_images\bagfile_4\camera1_images
76,640,480,/home/haritha/catkin_ws/src/robot_control/images/images_bagfile/bagfile_4/camera1_images/76.png,0,1,5,1,1,.png,C:\Images\camera_images\bagfile_4\camera1_images
77,640,480,/home/haritha/catkin_ws/src/robot_control/images/images_bagfile/bagfile_4/camera1_images/77.png,0,1,5,1,1,.png,C:\Images\camera_images\bagfile_4\camera1_images
78,640,480,/home/haritha/catkin_ws/src/robot_control/images/images_bagfile/bagfile_4/camera1_images/78.png,0,1,5,1,1,.png,C:\Images\camera_images\bagfile_4\camera1_images
79,640,480,/home/haritha/catkin_ws/src/robot_control/images/images_bagfile/bagfile_4/camera1_images/79.png,0,1,5,1,1,.png,C:\Images\camera_images\bagfile_4\camera1_images
80,640,480,/home/haritha/catkin_ws/src/robot_control/images/images_bagfile/bagfile_4/camera1_images/80.png,0,1,5,1,1,.png,C:\Images\camera_images\bagfile_4\camera1_images
81,640,480,/home/haritha/catkin_ws/src/robot_control/images/images_bagfile/bagfile_4/camera1_images/81.png,0,1,5,1,1,.png,C:\Images\camera_images\bagfile_4\camera1_images
82,640,480,/home/haritha/catkin_ws/src/robot_control/images/images_bagfile/bagfile_4/camera1_images/82.png,0,1,5,1,1,.png,C:\Images\camera_images\bagfile_4\camera1_images
83,640,480,/home/haritha/catkin_ws/src/robot_control/images/images_bagfile/bagfile_4/camera1_images/83.png,0,1,5,1,1,.png,C:\Images\camera_images\bagfile_4\camera1_images
84,640,480,/home/haritha/catkin_ws/src/robot_control/images/images_bagfile/bagfile_4/camera1_images/84.png,0,1,5,1,1,.png,C:\Images\camera_images\bagfile_4\camera1_images
85,640,480,/home/haritha/catkin_ws/src/robot_control/images/images_bagfile/bagfile_4/camera1_images/85.png,0,1,5,1,1,.png,C:\Images\camera_images\bagfile_4\camera1_images
86,640,480,/home/haritha/catkin_ws/src/robot_control/images/images_bagfile/bagfile_4/camera1_images/86.png,0,1,5,1,1,.png,C:\Images\camera_images\bagfile_4\camera1_images
87,640,480,/home/haritha/catkin_ws/src/robot_control/images/images_bagfile/bagfile_4/camera1_images/87.png,0,1,5,1,1,.png,C:\Images\camera_images\bagfile_4\camera1_images
88,640,480,/home/haritha/catkin_ws/src/robot_control/images/images_bagfile/bagfile_4/camera1_images/88.png,0,1,5,1,1,.png,C:\Images\camera_images\bagfile_4\camera1_images
89,640,480,/home/haritha/catkin_ws/src/robot_control/images/images_bagfile/bagfile_4/camera1_images/89.png,0,1,5,1,1,.png,C:\Images\camera_images\bagfile_4\camera1_images
90,640,480,/home/haritha/catkin_ws/src/robot_control/images/images_bagfile/bagfile_4/camera1_images/90.png,0,1,5,1,1,.png,C:\Images\camera_images\bagfile_4\camera1_images
91,640,480,/home/haritha/catkin_ws/src/robot_control/images/images_bagfile/bagfile_4/camera1_images/91.png,0,1,5,1,1,.png,C:\Images\camera_images\bagfile_4\camera1_images
92,640,480,/home/haritha/catkin_ws/src/robot_control/images/images_bagfile/bagfile_4/camera1_images/92.png,0,1,5,1,1,.png,C:\Images\camera_images\bagfile_4\camera1_images
93,640,480,/home/haritha/catkin_ws/src/robot_control/images/images_bagfile/bagfile_4/camera1_images/93.png,0,1,5,1,1,.png,C:\Images\camera_images\bagfile_4\camera1_images
94,640,480,/home/haritha/catkin_ws/src/robot_control/images/images_bagfile/bagfile_4/camera1_images/94.png,0,1,5,1,1,.png,C:\Images\camera_images\bagfile_4\camera1_images
95,640,480,/home/haritha/catkin_ws/src/robot_control/images/images_bagfile/bagfile_4/camera1_images/95.png,0,1,5,1,1,.png,C:\Images\camera_images\bagfile_4\camera1_images
96,640,480,/home/haritha/catkin_ws/src/robot_control/images/images_bagfile/bagfile_4/camera1_images/96.png,0,1,5,1,1,.png,C:\Images\camera_images\bagfile_4\camera1_images
97,640,480,/home/haritha/catkin_ws/src/robot_control/images/images_bagfile/bagfile_4/camera1_images/97.png,0,1,5,1,1,.png,C:\Images\camera_images\bagfile_4\camera1_images
98,640,480,/home/haritha/catkin_ws/src/robot_control/images/images_bagfile/bagfile_4/camera1_images/98.png,0,1,5,1,1,.png,C:\Images\camera_images\bagfile_4\camera1_images
99,640,480,/home/haritha/catkin_ws/src/robot_control/images/images_bagfile/bagfile_4/camera1_images/99.png,0,1,5,1,1,.png,C:\Images\camera_images\bagfile_4\camera1_images
100,640,480,/home/haritha/catkin_ws/src/robot_control/images/images_bagfile/bagfile_4/camera1_images/100.png,0,1,5,1,1,.png,C:\Images\camera_images\bagfile_4\camera1_images
101,640,480,/home/haritha/catkin_ws/src/robot_control/images/images_bagfile/bagfile_4/camera1_images/101.png,0,1,5,1,1,.png,C:\Images\camera_images\bagfile_4\camera1_images
102,640,480,/home/haritha/catkin_ws/src/robot_control/images/images_bagfile/bagfile_4/camera1_images/102.png,0,1,5,1,1,.png,C:\Images\camera_images\bagfile_4\camera1_images
103,640,480,/home/haritha/catkin_ws/src/robot_control/images/images_bagfile/bagfile_4/camera1_images/103.png,0,1,5,1,1,.png,C:\Images\camera_images\bagfile_4\camera1_images
104,640,480,/home/haritha/catkin_ws/src/robot_control/images/images_bagfile/bagfile_4/camera1_images/104.png,0,1,5,1,1,.png,C:\Images\camera_images\bagfile_4\camera1_images
105,640,480,/home/haritha/catkin_ws/src/robot_control/images/images_bagfile/bagfile_4/camera1_images/105.png,0,1,5,1,1,.png,C:\Images\camera_images\bagfile_4\camera1_images
106,640,480,/home/haritha/catkin_ws/src/robot_control/images/images_bagfile/bagfile_4/camera1_images/106.png,0,1,5,1,1,.png,C:\Images\camera_images\bagfile_4\camera1_images
107,640,480,/home/haritha/catkin_ws/src/robot_control/images/images_bagfile/bagfile_4/camera1_images/107.png,0,1,5,1,1,.png,C:\Images\camera_images\bagfile_4\camera1_images
108,640,480,/home/haritha/catkin_ws/src/robot_control/images/images_bagfile/bagfile_4/camera1_images/108.png,0,1,5,1,1,.png,C:\Images\camera_images\bagfile_4\camera1_images
109,640,480,/home/haritha/catkin_ws/src/robot_control/images/images_bagfile/bagfile_4/camera1_images/109.png,0,1,5,1,1,.png,C:\Images\camera_images\bagfile_4\camera1_images
110,640,480,/home/haritha/catkin_ws/src/robot_control/images/images_bagfile/bagfile_4/camera1_images/110.png,0,1,5,1,1,.png,C:\Images\camera_images\bagfile_4\camera1_images
111,640,480,/home/haritha/catkin_ws/src/robot_control/images/images_bagfile/bagfile_4/camera1_images/111.png,0,1,5,1,1,.png,C:\Images\camera_images\bagfile_4\camera1_images
112,640,480,/home/haritha/catkin_ws/src/robot_control/images/images_bagfile/bagfile_4/camera1_images/112.png,0,1,5,1,1,.png,C:\Images\camera_images\bagfile_4\camera1_images
113,640,480,/home/haritha/catkin_ws/src/robot_control/images/images_bagfile/bagfile_4/camera1_images/113.png,0,1,5,1,1,.png,C:\Images\camera_images\bagfile_4\camera1_images
114,640,480,/home/haritha/catkin_ws/src/robot_control/images/images_bagfile/bagfile_4/camera1_images/114.png,0,1,5,1,1,.png,C:\Images\camera_images\bagfile_4\camera1_images
115,640,480,/home/haritha/catkin_ws/src/robot_control/images/images_bagfile/bagfile_4/camera1_images/115.png,0,1,5,1,1,.png,C:\Images\camera_images\bagfile_4\camera1_images
116,640,480,/home/haritha/catkin_ws/src/robot_control/images/images_bagfile/bagfile_4/camera1_images/116.png,0,1,5,1,1,.png,C:\Images\camera_images\bagfile_4\camera1_images
117,640,480,/home/haritha/catkin_ws/src/robot_control/images/images_bagfile/bagfile_4/camera1_images/117.png,0,1,5,1,1,.png,C:\Images\camera_images\bagfile_4\camera1_images
118,640,480,/home/haritha/catkin_ws/src/robot_control/images/images_bagfile/bagfile_4/camera1_images/118.png,0,1,5,1,1,.png,C:\Images\camera_images\bagfile_4\camera1_images
119,640,480,/home/haritha/catkin_ws/src/robot_control/images/images_bagfile/bagfile_4/camera1_images/119.png,0,1,5,1,1,.png,C:\Images\camera_images\bagfile_4\camera1_images
120,640,480,/home/haritha/catkin_ws/src/robot_control/images/images_bagfile/bagfile_4/camera1_images/120.png,0,1,5,1,1,.png,C:\Images\camera_images\bagfile_4\camera1_images
121,640,480,/home/haritha/catkin_ws/src/robot_control/images/images_bagfile/bagfile_4/camera1_images/121.png,0,1,5,1,1,.png,C:\Images\camera_images\bagfile_4\camera1_images
122,640,480,/home/haritha/catkin_ws/src/robot_control/images/images_bagfile/bagfile_4/camera1_images/122.png,0,1,5,1,1,.png,C:\Images\camera_images\bagfile_4\camera1_images
123,640,480,/home/haritha/catkin_ws/src/robot_control/images/images_bagfile/bagfile_4/camera1_images/123.png,0,1,5,1,1,.png,C:\Images\camera_images\bagfile_4\camera1_images
124,640,480,/home/haritha/catkin_ws/src/robot_control/images/images_bagfile/bagfile_4/camera1_images/124.png,0,1,5,1,1,.png,C:\Images\camera_images\bagfile_4\camera1_images
125,640,480,/home/haritha/catkin_ws/src/robot_control/images/images_bagfile/bagfile_4/camera1_images/125.png,0,1,5,1,1,.png,C:\Images\camera_images\bagfile_4\camera1_images
126,640,480,/home/haritha/catkin_ws/src/robot_control/images/images_bagfile/bagfile_4/camera1_images/126.png,0,1,5,1,1,.png,C:\Images\camera_images\bagfile_4\camera1_images
127,640,480,/home/haritha/catkin_ws/src/robot_control/images/images_bagfile/bagfile_4/camera1_images/127.png,0,1,5,1,1,.png,C:\Images\camera_images\bagfile_4\camera1_images
128,640,480,/home/haritha/catkin_ws/src/robot_control/images/images_bagfile/bagfile_4/camera1_images/128.png,0,1,5,1,1,.png,C:\Images\camera_images\bagfile_4\camera1_images
129,640,480,/home/haritha/catkin_ws/src/robot_control/images/images_bagfile/bagfile_4/camera1_images/129.png,0,1,5,1,1,.png,C:\Images\camera_images\bagfile_4\camera1_images
130,640,480,/home/haritha/catkin_ws/src/robot_control/images/images_bagfile/bagfile_4/camera1_images/130.png,0,1,5,1,1,.png,C:\Images\camera_images\bagfile_4\camera1_images
131,640,480,/home/haritha/catkin_ws/src/robot_control/images/images_bagfile/bagfile_4/camera1_images/131.png,0,1,5,1,1,.png,C:\Images\camera_images\bagfile_4\camera1_images
132,640,480,/home/haritha/catkin_ws/src/robot_control/images/images_bagfile/bagfile_4/camera1_images/132.png,0,1,5,1,1,.png,C:\Images\camera_images\bagfile_4\camera1_images
133,640,480,/home/haritha/catkin_ws/src/robot_control/images/images_bagfile/bagfile_4/camera1_images/133.png,0,1,5,1,1,.png,C:\Images\camera_images\bagfile_4\camera1_images
134,640,480,/home/haritha/catkin_ws/src/robot_control/images/images_bagfile/bagfile_4/camera1_images/134.png,0,1,5,1,1,.png,C:\Images\camera_images\bagfile_4\camera1_images
135,640,480,/home/haritha/catkin_ws/src/robot_control/images/images_bagfile/bagfile_4/camera1_images/135.png,0,1,5,1,1,.png,C:\Images\camera_images\bagfile_4\camera1_images
136,640,480,/home/haritha/catkin_ws/src/robot_control/images/images_bagfile/bagfile_4/camera1_images/136.png,0,1,5,1,1,.png,C:\Images\camera_images\bagfile_4\camera1_images
137,640,480,/home/haritha/catkin_ws/src/robot_control/images/images_bagfile/bagfile_4/camera1_images/137.png,0,1,5,1,1,.png,C:\Images\camera_images\bagfile_4\camera1_images
138,640,480,/home/haritha/catkin_ws/src/robot_control/images/images_bagfile/bagfile_4/camera1_images/138.png,0,1,5,1,1,.png,C:\Images\camera_images\bagfile_4\camera1_images
139,640,480,/home/haritha/catkin_ws/src/robot_control/images/images_bagfile/bagfile_4/camera1_images/139.png,0,1,5,1,1,.png,C:\Images\camera_images\bagfile_4\camera1_images
140,640,480,/home/haritha/catkin_ws/src/robot_control/images/images_bagfile/bagfile_4/camera1_images/140.png,0,1,5,1,1,.png,C:\Images\camera_images\bagfile_4\camera1_images
141,640,480,/home/haritha/catkin_ws/src/robot_control/images/images_bagfile/bagfile_4/camera1_images/141.png,0,1,5,1,1,.png,C:\Images\camera_images\bagfile_4\camera1_images
142,640,480,/home/haritha/catkin_ws/src/robot_control/images/images_bagfile/bagfile_4/camera1_images/142.png,0,1,5,1,1,.png,C:\Images\camera_images\bagfile_4\camera1_images
143,640,480,/home/haritha/catkin_ws/src/robot_control/images/images_bagfile/bagfile_4/camera1_images/143.png,0,1,5,1,1,.png,C:\Images\camera_images\bagfile_4\camera1_images
144,640,480,/home/haritha/catkin_ws/src/robot_control/images/images_bagfile/bagfile_4/camera1_images/144.png,0,1,5,1,1,.png,C:\Images\camera_images\bagfile_4\camera1_images
145,640,480,/home/haritha/catkin_ws/src/robot_control/images/images_bagfile/bagfile_4/camera1_images/145.png,0,1,5,1,1,.png,C:\Images\camera_images\bagfile_4\camera1_images
146,640,480,/home/haritha/catkin_ws/src/robot_control/images/images_bagfile/bagfile_4/camera1_images/146.png,0,1,5,1,1,.png,C:\Images\camera_images\bagfile_4\camera1_images
147,640,480,/home/haritha/catkin_ws/src/robot_control/images/images_bagfile/bagfile_4/camera1_images/147.png,0,1,5,1,1,.png,C:\Images\camera_images\bagfile_4\camera1_images
148,640,480,/home/haritha/catkin_ws/src/robot_control/images/images_bagfile/bagfile_4/camera1_images/148.png,0,1,5,1,1,.png,C:\Images\camera_images\bagfile_4\camera1_images
149,640,480,/home/haritha/catkin_ws/src/robot_control/images/images_bagfile/bagfile_4/camera1_images/149.png,0,1,5,1,1,.png,C:\Images\camera_images\bagfile_4\camera1_images
150,640,480,/home/haritha/catkin_ws/src/robot_control/images/images_bagfile/bagfile_4/camera1_images/150.png,0,1,5,1,1,.png,C:\Images\camera_images\bagfile_4\camera1_images
151,640,480,/home/haritha/catkin_ws/src/robot_control/images/images_bagfile/bagfile_4/camera1_images/151.png,0,1,5,1,1,.png,C:\Images\camera_images\bagfile_4\camera1_images
152,640,480,/home/haritha/catkin_ws/src/robot_control/images/images_bagfile/bagfile_4/camera1_images/152.png,0,1,5,1,1,.png,C:\Images\camera_images\bagfile_4\camera1_images
153,640,480,/home/haritha/catkin_ws/src/robot_control/images/images_bagfile/bagfile_4/camera1_images/153.png,0,1,5,1,1,.png,C:\Images\camera_images\bagfile_4\camera1_images
